,start,end,duration,round_epochs,loss,mean_absolute_error,val_loss,val_mean_absolute_error,batch_size,dropout,epochs,losses,lstm_units,optimizer
30,05/10/22-213647,05/10/22-214016,209.19380831718445,100,33.08955383300781,1.0229932069778442,33.910911560058594,1.0227375030517578,64,0.1,100,categorical_crossentropy,100,rmsprop
31,05/10/22-214017,05/10/22-214344,207.0720784664154,100,34.46151351928711,1.0229932069778442,34.90226745605469,1.0227375030517578,64,0.1,100,categorical_crossentropy,100,Adam
32,05/10/22-214344,05/10/22-214523,99.54666757583618,100,0.3179154098033905,0.3179154098033905,0.31590116024017334,0.31590116024017334,64,0.1,100,mean_absolute_error,50,rmsprop
33,05/10/22-214524,05/10/22-214646,82.59729838371277,100,0.31791597604751587,0.31791597604751587,0.31590163707733154,0.31590163707733154,64,0.1,100,mean_absolute_error,50,Adam
34,05/10/22-214647,05/10/22-214945,178.38238644599915,100,0.3179154098033905,0.3179154098033905,0.31590116024017334,0.31590116024017334,64,0.1,100,mean_absolute_error,100,rmsprop
35,05/10/22-214945,05/10/22-215253,187.7139925956726,100,0.317915678024292,0.317915678024292,0.31590136885643005,0.31590136885643005,64,0.1,100,mean_absolute_error,100,Adam
36,05/10/22-215253,05/10/22-215432,98.81576371192932,100,-40.08659744262695,0.3712819218635559,-31.082897186279297,0.36726289987564087,64,0.5,100,binary_crossentropy,50,rmsprop
37,05/10/22-215432,05/10/22-215612,99.88648080825806,100,-41.138633728027344,0.36538150906562805,-34.810691833496094,0.3431908190250397,64,0.5,100,binary_crossentropy,50,Adam
38,05/10/22-215612,05/10/22-215942,209.52854681015015,100,-83.9935302734375,0.3452446460723877,-67.42284393310547,0.33904677629470825,64,0.5,100,binary_crossentropy,100,rmsprop
39,05/10/22-215942,05/10/22-220313,211.37225675582886,100,-68.43944549560547,0.36538758873939514,-54.57224655151367,0.3571907579898834,64,0.5,100,binary_crossentropy,100,Adam
40,05/10/22-220314,05/10/22-220502,108.55082583427429,100,25.482723236083984,1.0229932069778442,25.983112335205078,1.0227375030517578,64,0.5,100,categorical_crossentropy,50,rmsprop
41,05/10/22-220502,05/10/22-220718,135.22883224487305,100,24.663728713989258,1.0229932069778442,24.99336051940918,1.0227375030517578,64,0.5,100,categorical_crossentropy,50,Adam
42,05/10/22-220718,05/10/22-221041,203.55328607559204,100,47.319278717041016,1.0229932069778442,47.42570495605469,1.0227375030517578,64,0.5,100,categorical_crossentropy,100,rmsprop
43,05/10/22-221042,05/10/22-221407,205.7072548866272,100,42.7264404296875,1.0229932069778442,43.52958297729492,1.0227375030517578,64,0.5,100,categorical_crossentropy,100,Adam
44,05/10/22-221408,05/10/22-221637,149.89834642410278,100,0.3179154098033905,0.3179154098033905,0.31590116024017334,0.31590116024017334,64,0.5,100,mean_absolute_error,50,rmsprop
45,05/10/22-221638,05/10/22-221825,107.52738881111145,100,0.31791630387306213,0.31791630387306213,0.3159012794494629,0.3159012794494629,64,0.5,100,mean_absolute_error,50,Adam
46,05/10/22-221825,05/10/22-222211,225.28478813171387,100,0.3179154098033905,0.3179154098033905,0.31590116024017334,0.31590116024017334,64,0.5,100,mean_absolute_error,100,rmsprop
47,05/10/22-222211,05/10/22-222640,268.57175636291504,100,0.317915678024292,0.317915678024292,0.31590116024017334,0.31590116024017334,64,0.5,100,mean_absolute_error,100,Adam
